country,sector,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,KHM,VNM,THA,LAO,AFR,AME,ASI,EUR,OCE
KHM,INF,0.000,0.000,0.000,0.000,0.005,0.003,0.011,0.004,0.029,0.001,0.001,0.000,0.001,0.000,0.005,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.033,0.079,0.002,0.041,0.000,0.030,0.000,0.000,0.100,0.000,0.011,0.000,0.049,0.003,0.000,0.005,0.000,0.000,0.000,0.012,0.017,0.000,0.002,0.024,0.007,0.002,0.000,0.000,0.002,0.000,0.012,0.001,0.002,0.003,0.003,0.310,0.000,0.002,0.001,0.000,0.000,0.008,0.005,0.011,0.000
KHM,FIN,0.572,0.011,0.013,0.009,3.767,6.228,1.133,0.193,1.428,0.061,0.073,0.000,1.757,0.005,0.433,0.174,0.052,0.876,0.008,0.650,0.001,0.032,0.009,3.297,0.003,12.082,32.248,0.056,10.027,0.000,5.483,0.007,0.000,1.614,0.002,12.187,0.124,39.761,1.494,0.007,0.255,0.000,0.003,0.024,1.011,0.644,0.000,0.013,1.989,2.929,2.632,0.000,0.000,0.106,0.009,0.010,0.039,1.079,0.840,0.480,220.562,0.000,2.923,1.975,0.002,0.110,13.001,8.788,18.109,0.416
KHM,INS,0.002,0.000,0.000,0.000,0.022,0.036,0.006,0.001,0.008,0.000,0.000,0.000,0.010,0.000,0.002,0.001,0.000,0.005,0.000,0.004,0.000,0.000,0.000,0.019,0.000,0.069,0.184,0.000,0.057,0.000,0.031,0.000,0.000,0.009,0.000,0.070,0.001,0.227,0.009,0.000,0.001,0.000,0.000,0.000,0.006,0.004,0.000,0.000,0.011,0.017,0.015,0.000,0.000,0.001,0.000,0.000,0.000,0.006,0.005,0.003,1.261,0.000,0.017,0.011,0.000,0.001,0.074,0.050,0.104,0.002
KHM,REA,0.000,0.007,0.000,0.000,28.419,4.732,19.412,4.794,10.181,7.883,1.325,0.000,0.159,0.041,6.553,2.535,0.183,1.273,0.000,0.000,0.030,0.126,0.034,3.819,0.081,2.179,27.397,0.158,62.987,0.003,40.534,0.127,0.000,16.436,0.007,5.479,0.018,78.018,0.726,0.022,1.590,0.005,0.221,0.368,5.363,0.977,0.000,0.696,26.083,26.502,5.876,0.000,0.000,0.054,0.023,0.020,0.000,0.487,0.323,0.597,928.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,ACC,0.235,0.065,0.000,0.000,0.034,0.011,0.086,0.021,0.090,0.000,0.005,0.000,0.019,0.001,0.023,0.004,0.001,0.006,0.000,0.000,0.007,0.000,0.000,0.017,0.000,0.067,0.070,0.001,0.111,0.000,0.081,0.001,0.000,0.191,0.000,4.695,0.019,22.262,0.791,0.001,0.138,0.000,0.398,0.004,0.027,0.068,0.000,0.007,0.229,0.149,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.060,0.001,32.545,0.000,0.245,0.166,0.000,0.009,1.091,0.738,1.520,0.035
KHM,CST,0.067,0.018,0.000,0.000,0.010,0.003,0.024,0.006,0.026,0.000,0.002,0.000,0.005,0.000,0.006,0.001,0.000,0.002,0.000,0.000,0.002,0.000,0.000,0.005,0.000,0.019,0.020,0.000,0.031,0.000,0.023,0.000,0.000,0.054,0.000,0.028,0.000,0.412,0.015,0.000,0.039,0.000,0.000,0.001,0.008,0.019,0.000,0.002,0.065,0.042,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.017,0.000,0.065,0.000,0.070,0.047,0.000,0.003,0.310,0.209,0.431,0.010
KHM,ARC,3.875,0.602,0.039,0.027,0.323,0.103,0.784,0.194,0.821,0.002,0.049,0.000,0.170,0.008,0.208,0.037,0.006,0.059,0.000,0.002,0.065,0.001,0.002,0.151,0.003,0.612,0.639,0.005,1.009,0.000,0.738,0.005,0.000,1.747,0.000,0.895,0.004,13.204,0.494,0.009,1.259,0.001,0.000,0.036,0.244,0.620,0.001,0.061,2.089,1.357,1.449,0.000,0.000,0.000,0.000,0.001,0.000,0.025,0.551,0.006,2.185,0.000,2.234,1.509,0.001,0.084,9.934,6.716,13.838,0.318
KHM,VET,0.008,0.002,0.000,0.000,0.001,0.000,0.003,0.001,0.003,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.002,0.000,0.004,0.000,0.003,0.000,0.000,0.006,0.000,0.003,0.000,0.046,0.002,0.000,0.004,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.007,0.005,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.007,0.000,0.008,0.005,0.000,0.000,0.035,0.024,0.048,0.001
KHM,REN,3.562,0.000,1.046,0.264,0.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,EMP,0.000,0.000,0.000,0.000,0.013,0.040,0.172,0.022,0.860,0.002,0.002,0.000,0.003,0.000,0.049,0.021,0.003,0.011,0.000,0.001,0.000,0.005,0.000,0.033,0.002,0.291,1.201,0.020,0.258,0.000,0.357,0.003,0.000,0.148,0.000,0.058,0.000,0.139,0.009,0.000,0.062,0.000,0.001,0.003,0.257,0.342,0.001,0.043,0.580,0.076,0.012,0.000,0.004,0.010,0.000,0.129,0.008,0.025,0.110,0.115,3.147,0.000,0.002,0.001,0.000,0.000,0.009,0.006,0.012,0.000
KHM,TRA,0.000,0.002,0.000,0.000,0.970,1.647,6.706,1.162,30.007,0.183,0.206,0.000,0.235,0.003,2.185,0.940,0.103,0.509,0.000,0.032,0.006,0.161,0.020,1.423,0.150,13.099,46.879,0.872,13.162,0.022,14.749,0.120,0.005,17.268,0.018,3.148,0.012,10.288,0.623,0.013,2.536,0.006,0.081,0.151,9.398,12.685,0.041,1.610,20.858,3.207,0.622,0.000,0.152,0.557,0.017,5.543,0.333,0.977,3.769,3.890,135.993,0.000,0.244,0.165,0.000,0.009,1.086,0.734,1.512,0.035
KHM,SEC,16.781,0.347,4.553,1.359,2.483,0.842,3.356,0.460,14.433,0.106,0.054,0.000,0.124,0.006,0.901,0.358,0.046,0.206,0.000,0.017,0.039,0.086,0.008,1.140,0.009,4.495,19.247,0.301,5.432,0.006,6.627,0.057,0.000,1.366,0.003,1.314,0.005,9.898,0.529,0.009,1.691,0.002,0.107,0.068,4.247,12.929,0.020,1.227,10.755,2.552,1.230,0.000,0.055,0.124,0.006,1.907,0.119,0.403,2.108,1.886,114.412,0.000,2.110,1.426,0.001,0.079,9.384,6.343,13.071,0.301
KHM,BUI,0.000,0.000,0.000,0.000,0.012,0.002,0.008,0.002,0.004,0.003,0.001,0.000,0.000,0.000,0.003,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.011,0.000,0.026,0.000,0.017,0.000,0.000,0.007,0.000,0.002,0.000,0.032,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.011,0.011,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,OFS,0.000,0.000,0.000,0.000,0.050,0.285,1.202,0.128,6.283,0.002,5.023,0.000,0.029,0.003,0.313,0.136,0.245,0.106,0.000,0.007,0.000,0.035,0.162,0.298,0.022,1.882,8.874,0.309,1.539,0.006,3.304,0.314,0.000,0.062,0.002,0.328,0.001,0.555,0.039,0.002,0.426,0.001,0.000,0.019,1.846,2.435,0.009,0.317,5.088,0.782,0.070,0.000,0.025,0.056,0.003,0.853,0.054,0.203,0.815,0.954,31.218,0.039,0.127,0.086,0.000,0.005,0.563,0.381,0.785,0.018
KHM,ADM,0.253,0.011,0.000,1.969,1.718,1.149,0.252,0.059,0.800,0.005,0.007,0.000,0.004,0.001,0.110,0.059,0.001,0.071,0.000,0.000,0.000,0.073,0.007,4.923,0.004,0.000,2.291,0.011,2.637,0.043,3.714,0.007,0.000,0.051,0.001,0.067,0.000,0.104,1.374,0.002,0.055,0.000,0.059,0.019,0.000,51.353,0.000,4.745,0.567,2.978,1.480,0.000,0.000,0.009,0.000,0.376,0.014,0.023,0.015,0.215,330.128,0.000,7.513,5.077,0.004,0.283,33.415,22.588,46.546,1.070
KHM,EDU,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.480,0.000,0.000,0.000,0.275,2.427,0.019,0.003,0.000,0.000,0.000,0.327,0.818,0.000,0.000,370.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,HEA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.605,0.938,0.128,0.020,0.000,0.000,0.000,0.000,1.541,0.000,0.000,720.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,RES,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.017,0.002,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,13.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,SOC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.008,0.001,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,5.809,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,CRE,0.000,0.000,0.000,0.000,0.015,0.049,0.099,0.080,0.036,0.001,0.001,0.000,0.001,0.000,0.030,0.043,0.004,0.003,0.000,0.025,0.000,0.000,0.001,0.011,0.001,0.025,0.116,0.002,1.224,0.000,0.976,0.000,0.001,0.134,0.000,0.028,0.000,0.159,0.047,0.000,0.009,0.000,0.001,0.005,0.116,0.139,0.000,0.001,0.048,0.246,0.266,0.000,0.000,0.075,0.003,0.446,0.051,0.061,0.002,0.213,30.902,0.000,0.002,0.001,0.000,0.000,0.010,0.007,0.014,0.000
KHM,LIB,0.000,0.000,0.000,0.000,0.001,0.005,0.010,0.008,0.003,0.000,0.000,0.000,0.000,0.000,0.003,0.004,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.001,0.009,0.000,0.126,0.000,0.101,0.000,0.000,0.008,0.000,0.002,0.000,0.014,0.005,0.000,0.001,0.000,0.000,0.000,0.012,0.010,0.000,0.000,0.004,0.025,0.011,0.000,0.000,0.008,0.000,0.046,0.003,0.002,0.000,0.022,1.244,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000
KHM,BET,0.000,0.000,0.000,0.000,0.447,1.852,3.653,3.039,1.123,0.000,0.011,0.000,0.014,0.000,1.018,1.623,0.150,0.066,0.000,1.003,0.000,0.000,0.051,0.345,0.027,0.081,2.810,0.034,47.143,0.000,37.841,0.001,0.038,1.871,0.003,0.786,0.010,4.710,1.781,0.002,0.231,0.000,0.007,0.000,4.392,3.271,0.000,0.000,1.510,9.385,1.360,0.000,0.000,2.907,0.132,17.298,0.678,0.019,0.081,8.417,169.323,0.000,0.038,0.026,0.000,0.001,0.169,0.115,0.236,0.005
KHM,SPO,0.045,0.000,0.001,0.001,0.036,0.148,0.291,0.242,0.090,0.000,0.001,0.000,0.001,0.000,0.081,0.129,0.012,0.005,0.000,0.080,0.000,0.000,0.004,0.028,0.002,0.006,0.224,0.003,3.759,0.000,3.017,0.000,0.003,0.149,0.000,0.063,0.001,0.376,0.142,0.000,0.018,0.000,0.001,0.000,0.350,0.261,0.000,0.000,0.120,0.748,0.108,0.000,0.000,0.232,0.011,1.379,0.054,0.002,0.006,0.671,13.503,0.000,0.003,0.002,0.000,0.000,0.014,0.009,0.019,0.000
KHM,AMO,0.000,0.000,0.000,0.000,0.003,0.012,0.024,0.020,0.008,0.000,0.000,0.000,0.000,0.000,0.007,0.011,0.001,0.000,0.000,0.007,0.000,0.000,0.000,0.002,0.000,0.001,0.019,0.000,0.315,0.000,0.253,0.000,0.000,0.013,0.000,0.005,0.000,0.032,0.012,0.000,0.002,0.000,0.000,0.000,0.029,0.022,0.000,0.000,0.010,0.063,0.009,0.000,0.000,0.019,0.001,0.116,0.005,0.185,0.001,0.056,51.811,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000
KHM,REP,2.180,0.001,7.742,23.000,0.327,0.133,0.340,0.168,0.075,0.195,0.022,0.000,0.198,0.000,0.010,0.001,0.004,0.714,0.000,1.390,0.878,0.000,0.004,0.447,0.006,0.355,0.002,0.011,14.599,0.000,0.384,0.002,0.000,23.029,0.001,0.325,0.012,0.862,0.111,0.013,0.280,0.000,0.000,0.030,0.358,0.625,0.000,0.000,1.190,1.581,0.001,0.037,0.000,0.173,0.000,0.391,0.080,0.130,0.226,0.014,33.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,OPS,0.158,0.044,1.109,0.003,0.051,0.030,0.102,0.051,0.074,0.000,0.004,0.000,0.013,0.001,0.028,0.022,0.002,0.005,0.000,0.012,0.005,0.000,0.001,0.241,0.001,0.518,0.081,0.001,0.710,0.000,0.517,0.000,0.000,0.151,0.000,0.075,0.000,1.027,0.058,0.001,0.095,0.000,0.000,0.022,0.071,0.295,0.000,0.004,0.172,0.438,1.243,0.018,0.003,0.035,0.002,0.209,0.151,0.802,0.052,9.496,325.260,4.281,0.172,0.116,0.000,0.006,0.765,0.517,1.065,0.024
VNM,imports,96.346,1.742,11.275,48.197,8.328,18.440,23.156,3.388,121.367,0.989,4.017,0.002,4.343,0.293,34.550,5.181,8.108,8.841,0.075,0.235,2.004,0.026,3.012,32.921,0.323,220.028,75.160,1.449,55.676,0.035,34.135,0.203,0.000,10.820,0.008,1.962,0.006,10.512,0.316,0.004,0.527,0.005,0.021,0.080,8.750,4.902,0.007,0.305,10.329,2.043,29.744,0.277,0.023,0.047,0.009,3.370,0.078,0.400,0.369,2.074,448.995,217.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
THA,imports,94.659,8.924,16.789,67.955,12.840,33.520,43.094,3.966,87.764,1.580,5.969,0.002,4.564,0.288,43.675,15.339,12.624,12.065,0.101,1.769,4.388,0.054,2.955,85.353,0.459,162.268,152.685,2.703,111.488,0.053,79.774,0.254,0.001,12.780,0.008,3.041,0.009,16.106,0.450,0.007,1.126,0.005,0.036,0.135,14.355,9.099,0.013,0.499,16.194,2.710,26.480,0.316,0.027,0.090,0.019,3.277,0.118,0.628,0.649,5.542,583.476,282.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LAO,imports,0.068,0.074,0.029,0.123,0.018,0.103,0.156,0.006,0.014,0.002,0.001,0.000,0.000,0.000,0.007,0.006,0.002,0.014,0.000,0.000,0.030,0.000,0.003,0.133,0.001,0.102,0.147,0.002,0.217,0.000,0.708,0.000,0.000,0.041,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.016,0.000,0.000,0.013,0.001,0.006,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.005,1.015,0.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AFR,imports,0.075,0.006,0.005,0.024,0.004,0.029,0.029,0.087,0.115,0.001,0.006,0.000,0.004,0.000,0.051,0.006,0.002,0.017,0.000,0.001,0.003,0.000,0.002,0.025,0.000,0.079,0.072,0.001,0.050,0.000,0.043,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.006,0.001,0.022,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.004,0.384,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AME,imports,1.294,0.207,0.037,0.599,0.042,1.082,0.790,0.409,11.168,0.022,0.268,0.000,0.077,0.005,0.711,0.080,0.032,0.209,0.002,0.128,1.670,0.002,0.150,5.013,0.002,5.543,4.501,0.039,6.969,0.000,4.107,0.013,0.000,3.497,0.001,0.017,0.000,0.057,0.016,0.000,0.029,0.000,0.000,0.000,0.010,0.807,0.000,0.001,0.197,0.111,0.424,0.005,0.000,0.001,0.001,0.416,0.000,0.003,0.011,0.296,25.176,12.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ASI,imports,84.461,2.173,10.537,42.381,8.462,22.676,48.485,23.610,1103.013,2.193,10.829,0.001,5.832,0.347,64.055,9.619,7.239,24.521,0.134,3.032,5.977,0.146,7.998,65.933,0.390,327.977,224.586,2.887,129.815,0.046,85.373,0.515,0.001,49.130,0.033,3.735,0.012,19.839,1.063,0.008,1.580,0.005,0.046,0.169,16.221,10.959,0.013,0.560,21.251,5.917,25.011,0.703,0.031,0.094,0.061,16.647,0.149,0.828,0.537,8.369,1236.426,599.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EUR,imports,4.273,0.484,0.059,1.455,0.114,1.896,1.651,0.214,22.949,0.040,0.665,0.000,0.248,0.016,2.078,0.226,0.180,0.648,0.004,0.570,0.364,0.004,0.308,6.393,0.006,10.323,16.426,0.152,7.885,0.001,4.237,0.034,0.000,2.396,0.001,0.030,0.000,0.160,0.026,0.000,0.137,0.000,0.000,0.000,0.022,0.171,0.000,0.001,0.371,0.190,1.454,0.018,0.001,0.001,0.002,0.682,0.001,0.006,0.013,1.206,44.756,21.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OCE,imports,0.923,0.463,0.009,0.411,0.009,0.299,0.167,0.056,0.094,0.010,0.100,0.000,0.032,0.002,0.170,0.017,0.016,0.030,0.000,0.022,0.004,0.000,0.026,0.261,0.001,0.492,0.916,0.009,0.370,0.000,1.151,0.005,0.000,0.212,0.000,0.003,0.000,0.025,0.002,0.000,0.006,0.000,0.000,0.000,0.003,0.002,0.000,0.000,0.053,0.028,0.271,0.001,0.000,0.001,0.000,0.070,0.000,0.001,0.011,0.070,3.365,1.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,value_added,2854.789,542.038,331.260,1069.656,241.714,209.500,156.145,54.947,1911.667,21.085,74.758,0.002,42.987,3.216,95.709,94.193,52.458,115.748,0.498,4.275,25.339,1.570,26.382,96.343,2.918,1764.696,1677.444,28.730,958.432,0.479,875.621,8.466,0.122,484.884,0.565,339.489,2.013,748.256,42.613,1.832,39.239,0.181,7.868,5.330,147.433,104.659,0.235,58.226,251.317,265.908,489.707,8.007,4.424,25.321,1.222,219.740,20.635,29.368,81.813,260.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KHM,taxes,16.916,0.299,2.709,10.050,4.107,12.756,14.949,3.978,125.625,0.880,3.267,0.000,1.198,0.065,11.952,2.481,1.865,3.015,0.014,0.388,0.779,0.039,0.735,19.128,0.160,59.067,42.501,0.857,30.449,0.026,30.051,0.172,0.004,16.040,0.010,2.793,0.014,21.626,0.861,0.012,1.138,0.002,0.095,0.130,8.381,6.668,0.009,0.718,9.336,3.955,6.199,0.173,0.049,0.373,0.016,3.808,0.210,0.812,0.791,2.009,346.820,11.553,19.539,15.508,0.008,0.853,107.630,71.352,148.338,3.440
