region_sector,share_exporting_firms,usd_per_ton,sector,type,region
Africa_PDR,0.0005659182514753,788.046395168424,PDR,agriculture,Africa
America_PDR,0.1187157489939318,1066.7257809537434,PDR,agriculture,America
Asia_PDR,0.0001144490744379,426.5516397919641,PDR,agriculture,Asia
CHN_PDR,0.0005048138746047,2889.1009174389587,PDR,agriculture,CHN
Europe_PDR,0.0048034237988679,473.6769468082897,PDR,agriculture,Europe
GEO_PDR,0.00056526024702,1671.9299240929192,PDR,agriculture,GEO
KAZ_PDR,0.0165875730331625,743.458427742156,PDR,agriculture,KAZ
KGZ_PDR,0.0001624579503439,573.4008667782181,PDR,agriculture,KGZ
North America_PDR,0.0392904863260241,279.6337738846526,PDR,agriculture,North America
Oceania_PDR,1.2170035072409544e-05,780.4172874279577,PDR,agriculture,Oceania
RUS_PDR,0.0483040838215546,298.8533988085308,PDR,agriculture,RUS
South America_PDR,0.0065330901968677,298.16101977302645,PDR,agriculture,South America
TJK_PDR,3.097483247246781e-05,181.43716377425596,PDR,agriculture,TJK
TKM_PDR,0.0157769679858792,1066.7257809537434,PDR,agriculture,TKM
TUR_PDR,0.0010785595956771,349.0124769242872,PDR,agriculture,TUR
UZB_PDR,0.0005443237104901,524.9423823359737,PDR,agriculture,UZB
ARM_PFB,0.0081003311271254,1638.4072212326303,PFB,agriculture,ARM
AZE_PFB,0.0398963265384049,1504.688839024609,PFB,agriculture,AZE
Africa_PFB,0.2773544894925528,1652.8132493510498,PFB,agriculture,Africa
America_PFB,0.0463548277951962,1638.4072212326303,PFB,agriculture,America
Asia_PFB,0.0206766477333258,1445.761857382178,PFB,agriculture,Asia
CHN_PFB,0.0010646918346679,2059.658496029764,PFB,agriculture,CHN
Europe_PFB,0.2730982199766913,1516.2159417174887,PFB,agriculture,Europe
GEO_PFB,0.0450463150988173,1638.4072212326303,PFB,agriculture,GEO
KAZ_PFB,0.2674077213856297,2362.2230019877998,PFB,agriculture,KAZ
KGZ_PFB,0.7497322409464261,1410.4662995666706,PFB,agriculture,KGZ
North America_PFB,0.3882698254119381,1676.1238051464334,PFB,agriculture,North America
Oceania_PFB,0.279759066959288,1612.787011647084,PFB,agriculture,Oceania
RUS_PFB,0.7586967982625714,1131.6822190815917,PFB,agriculture,RUS
South America_PFB,0.1850290290605743,1531.1172243966998,PFB,agriculture,South America
TJK_PFB,0.445460734866004,1544.3898741734722,PFB,agriculture,TJK
TKM_PFB,0.9816388622308552,1504.191230127156,PFB,agriculture,TKM
TUR_PFB,0.0454315305013124,1931.5570552561096,PFB,agriculture,TUR
UZB_PFB,0.1194177113503283,1692.432213601344,PFB,agriculture,UZB
ARM_PPP,0.0866808676810707,1761.341204407472,PPP,manufacturing,ARM
AZE_PPP,0.0460892791690666,336.8837641222513,PPP,manufacturing,AZE
Africa_PPP,0.0622708234701307,1016.4224498465315,PPP,manufacturing,Africa
America_PPP,0.028563975057924,1421.820468451662,PPP,manufacturing,America
Asia_PPP,0.0463955787836571,1065.5617644864903,PPP,manufacturing,Asia
CHN_PPP,0.0494640117076731,1885.6668491055968,PPP,manufacturing,CHN
Europe_PPP,0.0677048494562462,1023.4918191432902,PPP,manufacturing,Europe
GEO_PPP,0.2542466442282791,2850.7415386384146,PPP,manufacturing,GEO
KAZ_PPP,0.06720388924281,2014.900295714356,PPP,manufacturing,KAZ
KGZ_PPP,0.1846966761886925,1575.5923338128766,PPP,manufacturing,KGZ
North America_PPP,0.0731475090966611,947.14954877828,PPP,manufacturing,North America
Oceania_PPP,0.1163261626139452,687.2395864862561,PPP,manufacturing,Oceania
RUS_PPP,0.3794920109476982,669.4935607921146,PPP,manufacturing,RUS
South America_PPP,0.1491127989541688,562.4348675608101,PPP,manufacturing,South America
TJK_PPP,0.2857353582194011,3718.36865344801,PPP,manufacturing,TJK
TKM_PPP,0.0304920854949005,975.7194454293152,PPP,manufacturing,TKM
TUR_PPP,0.164595982134805,1462.1875912613768,PPP,manufacturing,TUR
UZB_PPP,0.1122354988126279,1617.7526906448113,PPP,manufacturing,UZB
ARM_P_C,0.0064645571612128,8661.760489770984,P,manufacturing,ARM
AZE_P_C,0.1322169873814425,224.7003475095548,P,manufacturing,AZE
Africa_P_C,0.1411560087731941,376.944493601498,P,manufacturing,Africa
America_P_C,0.2875801271555774,83048289.78771599,P,manufacturing,America
Asia_P_C,0.1054757812193097,404.4531008150469,P,manufacturing,Asia
CHN_P_C,0.0593340804297589,332.66919175961226,P,manufacturing,CHN
Europe_P_C,0.1058620657447744,427.3971973586365,P,manufacturing,Europe
GEO_P_C,0.1771431585819529,108.77538262642894,P,manufacturing,GEO
KAZ_P_C,0.1493728005326356,289.7485067479778,P,manufacturing,KAZ
KGZ_P_C,0.0565000997802042,241.014130686646,P,manufacturing,KGZ
North America_P_C,0.1415390201397989,272.54201212594364,P,manufacturing,North America
Oceania_P_C,0.0727893405152371,391.6750875060926,P,manufacturing,Oceania
RUS_P_C,0.4771335460092556,265.8418471523645,P,manufacturing,RUS
South America_P_C,0.081498094127167,341.9669717014779,P,manufacturing,South America
TJK_P_C,0.0143309789308245,8164.672369841515,P,manufacturing,TJK
TKM_P_C,0.3484546322904652,233.4470825449044,P,manufacturing,TKM
TUR_P_C,0.0901427556733066,476.25068134566686,P,manufacturing,TUR
UZB_P_C,0.0211954303429833,593.7607135374232,P,manufacturing,UZB
ARM_RMK,3.963282351070276e-05,778.4912652708546,RMK,agriculture,ARM
AZE_RMK,9.805377983305602e-05,859.3470720006538,RMK,agriculture,AZE
Africa_RMK,0.0012227431795555,659.6016238097774,RMK,agriculture,Africa
America_RMK,0.0002025355471855,860.3302318533188,RMK,agriculture,America
Asia_RMK,0.0001259829695822,1297.509037690401,RMK,agriculture,Asia
CHN_RMK,0.0001259465369882,828.0439683014688,RMK,agriculture,CHN
Europe_RMK,9.996941373170824e-05,656.3063757350627,RMK,agriculture,Europe
GEO_RMK,0.0036303355876976,860.3302318533188,RMK,agriculture,GEO
KAZ_RMK,0.0001546777795601,367.0696048706523,RMK,agriculture,KAZ
KGZ_RMK,9.15171534209381e-05,349.2536351057028,RMK,agriculture,KGZ
North America_RMK,3.159023321015772e-05,902.3017521599414,RMK,agriculture,North America
Oceania_RMK,2.131901943965755e-05,1277.5579952238263,RMK,agriculture,Oceania
RUS_RMK,0.3897482341004104,630.1679653667301,RMK,agriculture,RUS
South America_RMK,3.625743831204693e-05,1251.3827239619773,RMK,agriculture,South America
TJK_RMK,2.682865251009336e-05,1448.9773495860716,RMK,agriculture,TJK
TKM_RMK,0.4829534827209362,860.3302318533188,RMK,agriculture,TKM
TUR_RMK,0.0001185050482941,738.6128768633424,RMK,agriculture,TUR
UZB_RMK,0.0005000108274259,860.3302318533188,RMK,agriculture,UZB
ARM_ROS,0.0923302385409822,47995.246938899276,ROS,service,ARM
AZE_ROS,0.0290221775369906,8527.720815619059,ROS,service,AZE
Africa_ROS,0.0144457671399628,2447381.3800401483,ROS,service,Africa
America_ROS,0.0543892345189121,83048289.78771599,ROS,service,America
Asia_ROS,0.005748003615256,1121352945.9180496,ROS,service,Asia
CHN_ROS,0.0024783034020631,4642.8896141806745,ROS,service,CHN
Europe_ROS,0.0070116758719662,189902890.94550696,ROS,service,Europe
GEO_ROS,0.0511777866386112,16461.739884700837,ROS,service,GEO
KAZ_ROS,0.0062403870120491,4188641.370263311,ROS,service,KAZ
KGZ_ROS,0.1926233872092798,20356.00387753537,ROS,service,KGZ
North America_ROS,0.0124391360357817,374302.1463208725,ROS,service,North America
Oceania_ROS,0.015190153616554,18625.925470990216,ROS,service,Oceania
RUS_ROS,0.8348428454820286,13654.262710443645,ROS,service,RUS
South America_ROS,0.0042857854594656,9954.88791789424,ROS,service,South America
TJK_ROS,0.0251254612750879,98024.37903017343,ROS,service,TJK
TKM_ROS,0.9536710535714932,77761.7632668885,ROS,service,TKM
TUR_ROS,0.0143285605044332,5861.18143166147,ROS,service,TUR
UZB_ROS,0.0189727301202174,33521.17523748388,ROS,service,UZB
ARM_RPP,0.1269486171514722,2120.7805501209814,RPP,manufacturing,ARM
AZE_RPP,0.022682508385342,2549.257531683521,RPP,manufacturing,AZE
Africa_RPP,0.1252598483476675,3103.270643451504,RPP,manufacturing,Africa
America_RPP,0.0412503998685678,3494.4520798016133,RPP,manufacturing,America
Asia_RPP,0.148002090793336,4521.575127108918,RPP,manufacturing,Asia
CHN_RPP,0.1431925693256927,3321.8364906871266,RPP,manufacturing,CHN
Europe_RPP,0.0971758801263131,4741.96731151759,RPP,manufacturing,Europe
GEO_RPP,0.3343758969614043,6315.050641007163,RPP,manufacturing,GEO
KAZ_RPP,0.0942413903087424,2740.9411398282527,RPP,manufacturing,KAZ
KGZ_RPP,0.7690813397221076,1304.4608194610646,RPP,manufacturing,KGZ
North America_RPP,0.0651750678894215,5807.302054884236,RPP,manufacturing,North America
Oceania_RPP,0.0761175219554458,4748.332464032862,RPP,manufacturing,Oceania
RUS_RPP,0.5530345428809174,2875.456694458612,RPP,manufacturing,RUS
South America_RPP,0.020571084859449,3696.5725655782094,RPP,manufacturing,South America
TJK_RPP,0.3282247099606659,4680.053293240963,RPP,manufacturing,TJK
TKM_RPP,0.0755793111521464,2122.468595911746,RPP,manufacturing,TKM
TUR_RPP,0.3093912988424367,3109.656207547778,RPP,manufacturing,TUR
UZB_RPP,0.0323248608395294,1646.7032261069014,RPP,manufacturing,UZB
ARM_SER,0.29946870643315,47995.246938899276,SER,service,ARM
AZE_SER,0.1531739630111257,8527.720815619059,SER,service,AZE
Africa_SER,0.0654275703340546,2447381.3800401483,SER,service,Africa
America_SER,0.3097724222649429,83048289.78771599,SER,service,America
Asia_SER,0.0500628853679683,1121352945.9180496,SER,service,Asia
CHN_SER,0.014746033143056,4642.8896141806745,SER,service,CHN
Europe_SER,0.0374533534291389,189902890.94550696,SER,service,Europe
GEO_SER,0.2754796982114521,16461.739884700837,SER,service,GEO
KAZ_SER,0.0329307973357296,4188641.370263311,SER,service,KAZ
KGZ_SER,0.2922859326055941,20356.00387753537,SER,service,KGZ
North America_SER,0.035567913387847,374302.1463208725,SER,service,North America
Oceania_SER,0.0391005187036021,18625.925470990216,SER,service,Oceania
RUS_SER,0.6148441690573389,13654.262710443645,SER,service,RUS
South America_SER,0.0206517276647539,9954.88791789424,SER,service,South America
TJK_SER,0.2001546633467913,98024.37903017343,SER,service,TJK
TKM_SER,0.6438386918031457,77761.7632668885,SER,service,TKM
TUR_SER,0.064248453195278,5861.18143166147,SER,service,TUR
UZB_SER,0.139850666364636,33521.17523748388,SER,service,UZB
ARM_SGR,0.0024505066912881,3192.126767492662,SGR,agriculture,ARM
AZE_SGR,0.9799233477432712,541.3676764123275,SGR,agriculture,AZE
Africa_SGR,0.0603507296358079,438.5111593308261,SGR,agriculture,Africa
America_SGR,0.653852829733173,748.0928106590866,SGR,agriculture,America
Asia_SGR,0.057628637856664,437.0089831643952,SGR,agriculture,Asia
CHN_SGR,0.0051891293011595,714.8425752526905,SGR,agriculture,CHN
Europe_SGR,0.0550426489084175,469.7018783239566,SGR,agriculture,Europe
GEO_SGR,0.735038652587894,474.0912825602568,SGR,agriculture,GEO
KAZ_SGR,0.5591257170640679,441.6716237058741,SGR,agriculture,KAZ
KGZ_SGR,0.2840357638338446,1001.390268224524,SGR,agriculture,KGZ
North America_SGR,0.0352043954537964,460.07993601549487,SGR,agriculture,North America
Oceania_SGR,0.3761820012284797,376.2694121753947,SGR,agriculture,Oceania
RUS_SGR,0.3663231461444275,347.39344309476667,SGR,agriculture,RUS
South America_SGR,0.2844891983564981,386.04819765845474,SGR,agriculture,South America
TJK_SGR,0.7683675589936882,1070.4792662681098,SGR,agriculture,TJK
TKM_SGR,0.0636433733986789,748.0928106590866,SGR,agriculture,TKM
TUR_SGR,0.0147758965019937,517.7837073018331,SGR,agriculture,TUR
UZB_SGR,0.0004992016777395,1100.7187935638192,SGR,agriculture,UZB
ARM_TEX,0.0447722035954727,3137.050057601891,TEX,manufacturing,ARM
AZE_TEX,0.4059255082003243,3161.3940918862745,TEX,manufacturing,AZE
Africa_TEX,0.0776006140397065,4886.000208305874,TEX,manufacturing,Africa
America_TEX,0.1275801836937068,4614.174327306879,TEX,manufacturing,America
Asia_TEX,0.1719748570560799,4632.237817720771,TEX,manufacturing,Asia
CHN_TEX,0.1561829576678856,5131.868788145826,TEX,manufacturing,CHN
Europe_TEX,0.1045527657744739,7532.057923026637,TEX,manufacturing,Europe
GEO_TEX,0.5201796827517614,4802.5612360856485,TEX,manufacturing,GEO
KAZ_TEX,0.1999894908494585,7501.149849518598,TEX,manufacturing,KAZ
KGZ_TEX,0.2066988229531105,2935.1816265689768,TEX,manufacturing,KGZ
North America_TEX,0.0789100716791832,6621.74540702056,TEX,manufacturing,North America
Oceania_TEX,0.2167415093329635,6734.076362267673,TEX,manufacturing,Oceania
RUS_TEX,0.511292599742096,4276.771433518255,TEX,manufacturing,RUS
South America_TEX,0.0186511870464878,5348.391976766799,TEX,manufacturing,South America
TJK_TEX,0.4166624292410349,2573.551600504296,TEX,manufacturing,TJK
TKM_TEX,0.7682966279087843,2375.291360085359,TEX,manufacturing,TKM
TUR_TEX,0.304521120909982,4457.7686508030365,TEX,manufacturing,TUR
UZB_TEX,0.3822929280845293,2333.865174390457,TEX,manufacturing,UZB
ARM_TRD,0.0355968003174746,47995.246938899276,TRD,trade,ARM
AZE_TRD,0.0246323669893925,8527.720815619059,TRD,trade,AZE
Africa_TRD,0.0101911447804503,2447381.3800401483,TRD,trade,Africa
America_TRD,0.0726710940963496,83048289.78771599,TRD,trade,America
Asia_TRD,0.0243272845096937,1121352945.9180496,TRD,trade,Asia
CHN_TRD,0.0073591450022628,4642.8896141806745,TRD,trade,CHN
Europe_TRD,0.0138999699596182,189902890.94550696,TRD,trade,Europe
GEO_TRD,0.029701017503931,16461.739884700837,TRD,trade,GEO
KAZ_TRD,0.0042138418946696,4188641.370263311,TRD,trade,KAZ
KGZ_TRD,0.1040600376675915,20356.00387753537,TRD,trade,KGZ
North America_TRD,0.0113330445803551,374302.1463208725,TRD,trade,North America
Oceania_TRD,0.0152641625015017,18625.925470990216,TRD,trade,Oceania
RUS_TRD,0.5927963283081795,13654.262710443645,TRD,trade,RUS
South America_TRD,0.0070433012635227,9954.88791789424,TRD,trade,South America
TJK_TRD,0.010195513538713,98024.37903017343,TRD,trade,TJK
TKM_TRD,0.5113633466623005,77761.7632668885,TRD,trade,TKM
TUR_TRD,0.0143177358642984,5861.18143166147,TRD,trade,TUR
UZB_TRD,0.0221353099127295,33521.17523748388,TRD,trade,UZB
ARM_VOL,0.0053302341243783,5181.439141476406,VOL,manufacturing,ARM
AZE_VOL,0.4350586940045943,820.3582522286403,VOL,manufacturing,AZE
Africa_VOL,0.0527682380900646,1249.6162125659416,VOL,manufacturing,Africa
America_VOL,0.1670259678784748,1067.6284543272563,VOL,manufacturing,America
Asia_VOL,0.1846530868196163,666.6603517123751,VOL,manufacturing,Asia
CHN_VOL,0.0063169706950445,763.645976043746,VOL,manufacturing,CHN
Europe_VOL,0.1345000051760991,921.3392042492924,VOL,manufacturing,Europe
GEO_VOL,0.9679735563386016,1301.519734608196,VOL,manufacturing,GEO
KAZ_VOL,0.6998194832676591,520.5467427455163,VOL,manufacturing,KAZ
KGZ_VOL,0.1382109758451061,1701.1340646226674,VOL,manufacturing,KGZ
North America_VOL,0.0750285407779158,535.3298692242817,VOL,manufacturing,North America
Oceania_VOL,0.4380375460243755,812.7171010096866,VOL,manufacturing,Oceania
RUS_VOL,0.562277645343832,586.5442982735696,VOL,manufacturing,RUS
South America_VOL,0.3575500756956212,440.2684058135965,VOL,manufacturing,South America
TJK_VOL,0.0073258767584314,526.9907530127502,VOL,manufacturing,TJK
TKM_VOL,0.9362791004941968,510.6031688162556,VOL,manufacturing,TKM
TUR_VOL,0.3462924237711746,1014.9387398064576,VOL,manufacturing,TUR
UZB_VOL,0.0675133920585766,596.031707353979,VOL,manufacturing,UZB
ARM_V_F,0.0858848966417917,548.5571470738441,V,agriculture,ARM
AZE_V_F,0.4006317983819442,718.7818015618268,V,agriculture,AZE
Africa_V_F,0.1048163809764791,1028.0159680508875,V,agriculture,Africa
America_V_F,0.0633215052407799,83048289.78771599,V,agriculture,America
Asia_V_F,0.0345267774223914,716.445898639975,V,agriculture,Asia
CHN_V_F,0.024137870526741,1043.0297480036045,V,agriculture,CHN
Europe_V_F,0.0396781443288589,947.7850934103752,V,agriculture,Europe
GEO_V_F,0.3300368729858035,714.0445918952157,V,agriculture,GEO
KAZ_V_F,0.0567344296408981,320.9530225627654,V,agriculture,KAZ
KGZ_V_F,0.3031910580359048,762.8179199507803,V,agriculture,KGZ
North America_V_F,0.1791278902420614,995.200463751014,V,agriculture,North America
Oceania_V_F,0.4316344791731519,1162.464660647638,V,agriculture,Oceania
RUS_V_F,0.5554236620710848,469.7419325430941,V,agriculture,RUS
South America_V_F,0.2508775874368339,986.8453289748848,V,agriculture,South America
TJK_V_F,0.0641376367966553,1002.9953934219976,V,agriculture,TJK
TKM_V_F,0.88567173943728,669.3670709720795,V,agriculture,TKM
TUR_V_F,0.2720271199146692,738.6787914109243,V,agriculture,TUR
UZB_V_F,0.0675439596856536,666.0701474783452,V,agriculture,UZB
ARM_WAP,0.860411124884202,101183.03566723112,WAP,manufacturing,ARM
AZE_WAP,0.0373156699138373,16173.718856946003,WAP,manufacturing,AZE
Africa_WAP,0.2170403908948943,25421.4666437514,WAP,manufacturing,Africa
America_WAP,0.5621734280590587,28726.330913928487,WAP,manufacturing,America
Asia_WAP,0.4224050144659692,20198.11590618171,WAP,manufacturing,Asia
CHN_WAP,0.3393551260420792,16909.664235519005,WAP,manufacturing,CHN
Europe_WAP,0.11517417639859,41038.87678454879,WAP,manufacturing,Europe
GEO_WAP,0.8950214791082769,48456.47382395546,WAP,manufacturing,GEO
KAZ_WAP,0.1361140156892519,12807.906304428065,WAP,manufacturing,KAZ
KGZ_WAP,0.9588987198360914,23205.44492290981,WAP,manufacturing,KGZ
North America_WAP,0.0866235924224742,15320.77342548674,WAP,manufacturing,North America
Oceania_WAP,0.0736244744484353,41263.23662928162,WAP,manufacturing,Oceania
RUS_WAP,0.5163347556904323,30323.585275110643,WAP,manufacturing,RUS
South America_WAP,0.0185958844357322,34302.96082645513,WAP,manufacturing,South America
TJK_WAP,0.9668228706841444,14322.295795973576,WAP,manufacturing,TJK
TKM_WAP,0.6471377806274626,15406.936831264797,WAP,manufacturing,TKM
TUR_WAP,0.4979619448813305,20612.68131750132,WAP,manufacturing,TUR
UZB_WAP,0.3673846491239677,11400.452290239118,WAP,manufacturing,UZB
ARM_WHS,0.1396749441234051,47995.246938899276,WHS,transport,ARM
AZE_WHS,0.1121931334578909,8527.720815619059,WHS,transport,AZE
Africa_WHS,0.0924457789255842,2447381.3800401483,WHS,transport,Africa
America_WHS,0.2969261976778771,83048289.78771599,WHS,transport,America
Asia_WHS,0.0309217033081612,1121352945.9180496,WHS,transport,Asia
CHN_WHS,0.0470410090438132,4642.8896141806745,WHS,transport,CHN
Europe_WHS,0.0139443657971585,189902890.94550696,WHS,transport,Europe
GEO_WHS,0.2795461055159493,16461.739884700837,WHS,transport,GEO
KAZ_WHS,0.0316892768699682,4188641.370263311,WHS,transport,KAZ
KGZ_WHS,0.5895319344803462,20356.00387753537,WHS,transport,KGZ
North America_WHS,0.0479969251877661,374302.1463208725,WHS,transport,North America
Oceania_WHS,0.0379781541572817,18625.925470990216,WHS,transport,Oceania
RUS_WHS,0.2035865884507221,13654.262710443645,WHS,transport,RUS
South America_WHS,0.0300808521920558,9954.88791789424,WHS,transport,South America
TJK_WHS,0.03595601849964,98024.37903017343,WHS,transport,TJK
TKM_WHS,0.1994945530779729,77761.7632668885,WHS,transport,TKM
TUR_WHS,0.0234501042158315,5861.18143166147,WHS,transport,TUR
UZB_WHS,0.2426629777387261,33521.17523748388,WHS,transport,UZB
ARM_WHT,0.0005872113237146,778.623513822987,WHT,agriculture,ARM
AZE_WHT,0.0024599202185113,258.5140242056569,WHT,agriculture,AZE
Africa_WHT,0.001749558225226,291.702631016196,WHT,agriculture,Africa
America_WHT,0.7215850366294594,258.5140242056569,WHT,agriculture,America
Asia_WHT,0.0015202339616503,227.71626981750933,WHT,agriculture,Asia
CHN_WHT,9.790856015263562e-05,296.98183154877006,WHT,agriculture,CHN
Europe_WHT,0.2367272050060094,186.4925835024328,WHT,agriculture,Europe
GEO_WHT,0.1011972167418174,286.5474609436237,WHT,agriculture,GEO
KAZ_WHT,0.2945141601349179,169.36010040855464,WHT,agriculture,KAZ
KGZ_WHT,0.0028654963987394,119.7485280910089,WHT,agriculture,KGZ
North America_WHT,0.4544425026089994,228.0170101888268,WHT,agriculture,North America
Oceania_WHT,0.8144244586345456,204.0615938234614,WHT,agriculture,Oceania
RUS_WHT,0.6900306372910147,166.98957021142397,WHT,agriculture,RUS
South America_WHT,0.2157716349207392,187.88344940891017,WHT,agriculture,South America
TJK_WHT,0.0012143218501286,258.5140242056569,WHT,agriculture,TJK
TKM_WHT,0.9201433346377098,258.5140242056569,WHT,agriculture,TKM
TUR_WHT,0.0076279334032631,293.465105123338,WHT,agriculture,TUR
UZB_WHT,0.0384049671659504,181.6066909721537,WHT,agriculture,UZB
ARM_WOL,0.0010847470630039,3057.005560715129,WOL,agriculture,ARM
AZE_WOL,0.0119498358695328,359.8547217715969,WOL,agriculture,AZE
Africa_WOL,0.0832657807177611,6930.805521118616,WOL,agriculture,Africa
America_WOL,0.4906277342320918,3057.005560715129,WOL,agriculture,America
Asia_WOL,0.0471219390761909,1215.6537298876872,WOL,agriculture,Asia
CHN_WOL,0.0028264932751446,2886.956064922524,WOL,agriculture,CHN
Europe_WOL,0.1393709732917963,2122.423021679355,WOL,agriculture,Europe
GEO_WOL,0.0790382744427501,470.9968402847816,WOL,agriculture,GEO
KAZ_WOL,0.0217717052689854,526.0344880767564,WOL,agriculture,KAZ
KGZ_WOL,0.0722675338897302,509.0982608438933,WOL,agriculture,KGZ
North America_WOL,0.0466308488313923,2926.554089948656,WOL,agriculture,North America
Oceania_WOL,0.839053675784233,8579.646047468716,WOL,agriculture,Oceania
RUS_WOL,0.5377947131908467,2053.86663929999,WOL,agriculture,RUS
South America_WOL,0.1744381464064069,4819.650026989812,WOL,agriculture,South America
TJK_WOL,0.1440913944711865,11612.44915436907,WOL,agriculture,TJK
TKM_WOL,0.5629024373761594,1003.8020659758196,WOL,agriculture,TKM
TUR_WOL,0.0278724856062062,2266.076228098068,WOL,agriculture,TUR
UZB_WOL,0.0036347965825347,628.2220707067208,WOL,agriculture,UZB
ARM_WTP,0.0863605050768024,47995.246938899276,WTP,transport,ARM
AZE_WTP,0.2769339209754021,8527.720815619059,WTP,transport,AZE
Africa_WTP,0.2590152669587707,2447381.3800401483,WTP,transport,Africa
America_WTP,0.3985333379618172,83048289.78771599,WTP,transport,America
Asia_WTP,0.0586274147618438,1121352945.9180496,WTP,transport,Asia
CHN_WTP,0.107244442262405,4642.8896141806745,WTP,transport,CHN
Europe_WTP,0.0446086393280702,189902890.94550696,WTP,transport,Europe
GEO_WTP,0.5526579269721266,16461.739884700837,WTP,transport,GEO
KAZ_WTP,0.0842804951260182,4188641.370263311,WTP,transport,KAZ
KGZ_WTP,0.2338719844092256,20356.00387753537,WTP,transport,KGZ
North America_WTP,0.3054723944284935,374302.1463208725,WTP,transport,North America
Oceania_WTP,0.0790937082013113,18625.925470990216,WTP,transport,Oceania
RUS_WTP,0.7011365751188321,13654.262710443645,WTP,transport,RUS
South America_WTP,0.1853919017918929,9954.88791789424,WTP,transport,South America
TJK_WTP,0.614246143023336,98024.37903017343,WTP,transport,TJK
TKM_WTP,0.8322526296842377,77761.7632668885,WTP,transport,TKM
TUR_WTP,0.048659275854574,5861.18143166147,WTP,transport,TUR
UZB_WTP,0.2550823656123983,33521.17523748388,WTP,transport,UZB
ARM_WTR,0.0151889015314109,326.59881596158186,WTR,utility,ARM
AZE_WTR,0.0049942990765299,660.790318805132,WTR,utility,AZE
Africa_WTR,0.0023320480680826,584.9905985887833,WTR,utility,Africa
America_WTR,0.004348193223483,328.3928644118474,WTR,utility,America
Asia_WTR,0.0006694496603227,309.97349252373766,WTR,utility,Asia
CHN_WTR,0.0004651596310774,57.479670933855765,WTR,utility,CHN
Europe_WTR,0.0004662683895662,148.23185399654434,WTR,utility,Europe
GEO_WTR,0.0171365588347727,435.0633611925885,WTR,utility,GEO
KAZ_WTR,0.0007791696221502,329.7072419315195,WTR,utility,KAZ
KGZ_WTR,0.0303318520377151,308.505481461978,WTR,utility,KGZ
North America_WTR,0.0009061644820446,331.4115854463885,WTR,utility,North America
Oceania_WTR,0.0009320932478601,497.3948821542465,WTR,utility,Oceania
RUS_WTR,0.2357832498191553,126.10252076618536,WTR,utility,RUS
South America_WTR,0.0004177641644055,555.2015910156966,WTR,utility,South America
TJK_WTR,0.0029686594815933,328.3928644118474,WTR,utility,TJK
TKM_WTR,0.1713910638679429,328.3928644118474,WTR,utility,TKM
TUR_WTR,0.0013748031043694,142.77019821007042,WTR,utility,TUR
UZB_WTR,0.0032705802119101,111.67135318940292,WTR,utility,UZB
IMP,1.0,83048289.78771599,IMP,imports,
