region,sector,destroyed_capital
0101,PRO,13.877996275611178
0101,TIC,1.6000072099598412
0101,OTH,1.0930208779348924e-05
0102,PRO,0.3148625998890614
0102,TIC,0.03630080452280656
0102,OTH,2.479834902135023e-07
0103,PRO,1.1221296785723711
0103,TIC,0.12937138334450546
0103,OTH,8.837811612512173e-07
0104,PRO,0.40668059675993606
0104,TIC,0.04688658751913467
0104,OTH,3.202986757467301e-07
0105,PRO,0.6687514332216778
0105,TIC,0.07710098011094468
0105,OTH,5.26703757620071e-07
0106,PRO,0.25322839532633734
0106,TIC,0.029194939257962686
0106,OTH,1.9944083964343608e-07
0107,PRO,0.10003907727784522
0107,TIC,0.011533599068878048
0107,OTH,7.879004857940953e-08
0108,PRO,0.4809332038077777
0108,TIC,0.05544724024417148
0108,OTH,3.7877948820163344e-07
0109,PRO,0.702304912557104
0109,TIC,0.08096939222100315
0109,OTH,5.531302335411152e-07
0110,PRO,0.09423174431594451
0110,TIC,0.010864066203675618
0110,OTH,7.42162354392288e-08
0111,PRO,0.33816362720532966
0111,TIC,0.03898720182145828
0111,OTH,2.663352096031163e-07
0112,PRO,0.07525634360915782
0112,TIC,0.008676374454824887
0112,OTH,5.927134805937904e-08
0113,PRO,0.1560332383055546
0113,TIC,0.01798921842348418
0113,OTH,1.228906419433743e-07
0114,PRO,0.08890238114514674
0114,TIC,0.01024963892408656
0114,OTH,7.00188678249889e-08
0115,PRO,0.6881092097613468
0115,TIC,0.07933275632828611
0115,OTH,5.419498014206734e-07
0201,PRO,2.4516504495043074
0201,TIC,4.997012130616784
0201,UTI,1.9456024562208567
0201,OTH,0.07245120537481729
0202,PRO,0.4218561376274544
0202,TIC,0.8598371915236727
0202,UTI,0.33478032633313093
0202,OTH,0.012467282628297473
0203,PRO,0.40675229222860143
0203,TIC,0.8290521753757595
0203,UTI,0.32279408306083657
0203,OTH,0.012020937946829504
0204,PRO,0.32043094795541055
0204,TIC,0.6531099628342057
0204,UTI,0.25429042689069903
0204,OTH,0.009469993343249905
0205,PRO,0.6910009269975196
0205,TIC,1.4084144887670218
0205,UTI,0.5483706297074635
0205,OTH,0.020420975354076384
0206,PRO,0.35976786176318254
0206,TIC,0.7332873941308276
0206,UTI,0.2855077630080984
0206,OTH,0.01063246699150351
0207,PRO,0.16487567944095896
0207,TIC,0.3360535227918546
0207,UTI,0.13084350053094665
0207,OTH,0.00487306686908058
0301,PRO,1.909895589778681
0301,OTH,1.3487241789614173e-06
0302,PRO,0.5470125274277591
0302,OTH,3.862876200589096e-07
0303,PRO,1.5708238199702556
0303,OTH,1.1092795219910032e-06
0304,PRO,1.5836573088613692
0304,OTH,1.1183422356076588e-06
0305,PRO,0.2665398540085542
0305,OTH,1.8822429230272262e-07
0306,PRO,0.15835139179240384
0306,OTH,1.1182409762376403e-07
0307,PRO,0.14028413368871273
0307,OTH,9.906541700143297e-08
0401,PRO,2.304794231187929
0401,OTH,1.6275924839923673e-06
0402,PRO,0.3662443524326274
0402,OTH,2.5863330758892e-07
0403,PRO,0.33376630512718264
0403,OTH,2.3569806027972962e-07
0404,PRO,0.2968909357435909
0404,OTH,2.0965752562330527e-07
0405,PRO,0.7923544212008979
0405,OTH,5.59542402160564e-07
0406,PRO,0.20213342465743311
0406,OTH,1.4274195860274619e-07
0501,PRO,4.577492790903295
0501,TIC,1.9133367788815514
0501,UTI,3.6326472312214797
0501,OTH,0.13526827560565444
0502,PRO,1.1953785490588964
0502,TIC,0.4996538164179427
0502,UTI,0.9486390858178605
0502,OTH,0.03532483627708453
0503,PRO,0.5693576151618215
0503,TIC,0.23798461629263015
0503,UTI,0.45183585398597953
0503,OTH,0.016825554244778915
0504,PRO,1.8162374092120597
0504,TIC,0.7591653319764651
0504,UTI,1.4413457534933878
0504,OTH,0.05367157603342227
0505,PRO,1.5295033315294062
0505,TIC,0.6393139457155947
0505,UTI,1.2137967870677757
0505,OTH,0.04519841757480029
0506,PRO,0.6892085402808835
0506,TIC,0.2880808575076881
0506,UTI,0.5469482115976185
0506,OTH,0.020367218661347445
0507,PRO,0.5540864803360825
0507,TIC,0.231601466115876
0507,UTI,0.4397168516900997
0507,OTH,0.016374283345040676
0601,PRO,5.972017453425232
0601,TIC,3.2140850189288686
0601,UTI,4.739326451830524
0601,OTH,0.17647779590442264
0602,PRO,1.0934036941270844
0602,TIC,0.5884598396342149
0602,UTI,0.8677129781550762
0602,OTH,0.03231151292551056
0603,PRO,1.1022222367729335
0603,TIC,0.5932058984037774
0603,UTI,0.8747112752555137
0603,OTH,0.03257210672884661
0604,PRO,0.30869678958383345
0604,TIC,0.16613778083045885
0604,UTI,0.24497832966491342
0604,OTH,0.009122901726217048
0605,PRO,0.3126639388499879
0605,TIC,0.16827286417936774
0605,UTI,0.24812661508137046
0605,OTH,0.009240133626904814
0606,PRO,1.2522330557105912
0606,TIC,0.6739403452778805
0606,UTI,0.9937581882621456
0606,OTH,0.037005026250636334
0607,PRO,1.1147689437893857
0607,TIC,0.5999584210433988
0607,UTI,0.8846682020244292
0607,OTH,0.0329428702701784
0608,PRO,0.29180055746834455
0608,TIC,0.15704438367576856
0608,UTI,0.2315696682827741
0608,OTH,0.008623606823890248
0609,PRO,0.16791078761446263
0609,TIC,0.09036804583996313
0609,UTI,0.13325212853028426
0609,OTH,0.004962581684339841
0610,PRO,0.37138252768698393
0610,TIC,0.19987467013279636
0610,UTI,0.2947250323598943
0610,OTH,0.010975307000337555
0701,PRO,6.53360805948163
0701,TIC,1.77767699111815
0701,UTI,5.184998494007175
0701,OTH,0.19307194421927226
0702,PRO,0.7334446444474605
0702,TIC,0.1995570681349575
0702,UTI,0.5820534905485943
0702,OTH,0.021674345649903684
0703,PRO,0.15032149930187444
0703,TIC,0.04089977056268761
0703,UTI,0.11929346547900484
0703,OTH,0.004442778261800703
0704,PRO,0.19441421253112062
0704,TIC,0.05289660310452522
0704,UTI,0.15428495098119305
0704,OTH,0.005745738992581441
0705,PRO,0.05981791935653286
0705,TIC,0.01627537769767998
0705,UTI,0.04747083371922879
0705,OTH,0.0017683542577537374
0706,PRO,1.3798031929559655
0706,TIC,0.375419579206253
0706,UTI,1.0949964265335173
0706,OTH,0.04077454940312636
0707,PRO,1.3216820663578481
0707,TIC,0.35960586823511526
0707,UTI,1.0488721486249417
0707,OTH,0.03905704235854166
0708,PRO,0.14317585092488552
0708,TIC,0.03895556843260118
0708,UTI,0.11362275861442256
0708,OTH,0.004231620940118622
0709,PRO,1.9568800202440992
0709,TIC,0.5324317826684497
0709,UTI,1.5529581611792294
0709,OTH,0.0578274452113445
0710,PRO,0.6865797064298174
0710,TIC,0.18680596319482545
0710,UTI,0.5448619983698457
0710,OTH,0.020289464352851637
0711,PRO,0.32064603436140693
0711,TIC,0.08724200661996495
0711,UTI,0.2544611170638804
0711,OTH,0.009475949605038815
0712,PRO,1.84474830725135
0712,TIC,0.5019227646270936
0712,UTI,1.4639716842273232
0712,OTH,0.054513899548025685
0713,PRO,0.6104630171966743
0713,TIC,0.16609598398303532
0713,UTI,0.48445664263842597
0713,OTH,0.018040179839281637
0714,PRO,0.11982702662950691
0714,TIC,0.03260277418144923
0714,UTI,0.09509339203684106
0714,OTH,0.003541652032816302
0801,HEA,3.7062500000000003
0801,ACF,8.210916023492512
0801,PRO,10.482508684124431
0801,TIC,25.872399940834857
0801,UTI,11.869510159413
0801,TRA,16.678423172719167
0801,AGR,4.751693453204597
0801,MAN,7.697733772024231
0801,OTH,0.4420224510273764
0802,PRO,1.0428583887179486
0802,TIC,5.411853971278243
0802,UTI,2.482802362372337
0802,OTH,0.09245475634991276
0803,HEA,3.7062500000000003
0803,EDU,16.44777070063694
0803,ACF,1.2017145844223731
0803,PRO,1.8709453412762753
0803,TIC,3.786573904050859
0803,UTI,1.7371707891915622
0803,TRA,2.4409827496079455
0803,AGR,9.343681769749015
0803,MAN,1.1266074228959748
0803,OTH,0.6679235020507321
0804,ACF,5.389256172934411
0804,PRO,8.390514570098716
0804,TIC,16.981417260977462
0804,UTI,7.790583987621337
0804,TRA,10.946926601273024
0804,AGR,3.1187864059633266
0804,MAN,5.052427662126011
0804,OTH,9.639861889568333
0805,PRO,1.257873099245606
0805,TIC,5.500926720581617
0805,OTH,4.77290841789806e-06
0806,ACF,1.9298988345991819
0806,PRO,2.4638153934696603
0806,TIC,5.1245761274134285
0806,TRA,3.9201070077795883
0806,AGR,1.1168409994055124
0806,MAN,1.8092801574367332
0806,OTH,1.1556245233114517e-05
0807,ACF,1.172470711232742
0807,PRO,0.7119121053582732
0807,TIC,3.1133318022458067
0807,TRA,2.3815811321915072
0807,AGR,0.6785139912159324
0807,MAN,1.0991912917806956
0807,OTH,6.466462757158003e-06
0901,HEA,7.4125000000000005
0901,PRO,143.24399582315493
0901,TIC,55.71033853103679
0901,UTI,147.31864880543952
0901,OTH,5.485613139225986
0902,PRO,1.458903516692801
0902,TIC,0.002266587556221281
0902,OTH,1.0318445991095242e-06
0903,PRO,0.5673740405287443
0903,TIC,0.0018533806975356284
0903,OTH,4.019752652681417e-07
0904,PRO,2.933584938746267
0904,TIC,0.004557688045302433
0904,OTH,2.0748485012472363e-06
0905,PRO,1.273940237608066
0905,TIC,0.0019792241617716515
0905,OTH,9.010248715720797e-07
0906,PRO,7.397475953158279
0906,TIC,2.883300522356541
0906,UTI,8.376278868531134
0906,OTH,0.31190327224682496
0907,PRO,17.053471921126107
0907,TIC,0.02172564064703994
0907,OTH,1.2058110367580445e-05
0908,PRO,4.116073622989971
0908,TIC,0.006394830876485026
0908,OTH,2.9111920622737716e-06
0909,PRO,1.259856673878683
0909,TIC,0.004115440387177698
0909,OTH,8.925879305480235e-07
0910,PRO,9.375341911140715
0910,TIC,0.014565756451998443
0910,OTH,6.630936045548465e-06
0911,PRO,4.148684643942428
0911,TIC,0.006445496142173102
0911,OTH,2.934256991144133e-06
0912,PRO,0.9872227050335664
0912,TIC,0.0032248558710458388
0912,OTH,6.994312047917807e-07
0913,PRO,0.8853716320220141
0913,TIC,0.0013755346400984698
0913,OTH,6.262003801167533e-07
0914,PRO,2.437384889585235
0914,TIC,0.0037867797268590505
0914,OTH,1.7238990827652303e-06
0916,PRO,4.252698223867828
0916,TIC,1.657566322343743
0916,UTI,4.815397372345037
0916,OTH,0.17930942426986188
0918,PRO,2.1520258942246775
0918,TIC,0.0033434391354220916
0918,OTH,1.5220720703541607e-06
0919,PRO,3.159801913057454
0919,TIC,0.004909144171847455
0919,OTH,2.234845896893412e-06
0920,PRO,3.5421397534692303
0920,TIC,0.005503153427040944
0920,OTH,2.5052635298280528e-06
0921,PRO,2.559638532077264
0921,TIC,0.003976715923190468
0921,OTH,1.8103659116428724e-06
0922,PRO,0.6994131953209313
0922,TIC,0.002284699022538128
0922,OTH,4.955228555384118e-07
0923,PRO,0.3077886469807379
0923,TIC,0.0010054205805804877
0923,OTH,2.180632425503727e-07
0924,PRO,1.0827964414553
0924,TIC,0.0016822585675074872
0924,OTH,7.658338246955689e-07
0925,PRO,1.1666605307767948
0925,TIC,0.0018125518316575637
0925,OTH,8.251487188167299e-07
0927,PRO,0.2889327387217269
0927,TIC,0.0009438259817701759
0927,OTH,2.047041387090617e-07
0928,PRO,0.6452359322811965
0928,TIC,0.0010024540473044523
0928,OTH,4.563586311622719e-07
1001,PRO,4.888866211317305
1001,OTH,3.4524044676574335e-06
1002,PRO,1.1868228897981536
1002,OTH,8.381069290814585e-07
1003,PRO,1.0297142194626174
1003,OTH,7.271604126645216e-07
1004,PRO,2.806280136013133
1004,OTH,1.9817302540704027e-06
1005,PRO,0.3216258724331679
1005,OTH,2.2712476695149656e-07
1006,PRO,0.40570075868817496
1006,OTH,2.864965109056773e-07
1101,PRO,5.938129395236034
1101,TIC,1.6156579794948611
1101,UTI,4.712433266767054
1101,OTH,0.1754752653418394
1102,PRO,0.7093549669758725
1102,TIC,0.19300270108770962
1102,UTI,0.5629361911522769
1102,OTH,0.020962484177477134
1103,PRO,0.8136479753945338
1103,TIC,0.22137894889940574
1103,UTI,0.6457019595704608
1103,OTH,0.024044392377546044
1104,PRO,0.3752301845053626
1104,TIC,0.1020933700484512
1104,UTI,0.29777848990236166
1104,OTH,0.011088937306449768
1105,PRO,0.16965537735198835
1105,TIC,0.04616017030596491
1105,UTI,0.13463661549053343
1105,OTH,0.005014103590365265
1106,PRO,0.3570195354643407
1106,TIC,0.09713858067344834
1106,UTI,0.28332672190633595
1106,OTH,0.010550803931460647
1107,PRO,0.2912508922085762
1107,TIC,0.07924411825873988
1107,UTI,0.2311334600624216
1107,OTH,0.00860730911785166
1108,PRO,0.48229541771242107
1108,TIC,0.13122389025844175
1108,UTI,0.382744264997106
1108,OTH,0.014252766072789988
1109,PRO,0.5815697433245016
1109,TIC,0.15823464493529457
1109,UTI,0.4615272627077238
1109,OTH,0.0171863697994367
1110,PRO,0.38641467761717146
1110,TIC,0.10513646903467343
1110,UTI,0.3066543789077948
1110,OTH,0.011419444418647808
1111,PRO,0.7804768718919899
1111,TIC,0.2123536895129176
1111,UTI,0.6193777417509284
1111,OTH,0.023064170429403136
1112,PRO,0.17952545353826407
1112,TIC,0.048845640137823415
1112,UTI,0.14246939788208018
1112,OTH,0.005305769054762256
1113,PRO,0.3255930216993224
1113,TIC,0.08858799271002478
1113,UTI,0.25838699104705276
1113,OTH,0.009622135443126413
1114,PRO,0.23379892331800284
1114,TIC,0.0636124730389146
1114,UTI,0.18554021824818828
1114,OTH,0.006909576003056594
1115,PRO,0.1050099631053158
1115,TIC,0.0285713182595309
1115,UTI,0.08333473566212199
1115,OTH,0.003103800730331718
1116,PRO,0.111868829607643
1116,TIC,0.030437492210483412
1116,UTI,0.08877785562912903
1116,OTH,0.0033064835106753885
1201,PRO,8.439822669087036
1201,TIC,3.2764617629669464
1201,UTI,9.556544519356162
1201,OTH,0.3558519213308121
1202,PRO,2.135946500226548
1202,OTH,1.508356113936779e-06
1203,PRO,0.6435146282514426
1203,OTH,4.5443517608136044e-07
1204,PRO,2.0730861193151098
1204,OTH,1.46396556395713e-06
1205,PRO,4.702481891276714
1205,OTH,3.320784163195053e-06
1206,PRO,1.5889958637589188
1206,OTH,1.1221121998452704e-06
1207,PRO,3.6361037121458004
1207,OTH,2.567732508535032e-06
1208,PRO,3.950053879959282
1208,OTH,2.789436870064085e-06
1209,PRO,1.1826394285624362
1209,OTH,8.351526653245515e-07
1210,PRO,1.7712365533797179
1210,OTH,1.250806368153527e-06
1211,PRO,1.1759012800714517
1211,OTH,8.30394340398383e-07
1212,PRO,2.096803225462351
1212,OTH,1.4807140368511302e-06
1213,PRO,0.4477382018156786
1213,OTH,3.161823828827678e-07
1301,HEA,40.768750000000004
1301,EDU,70.49044585987261
1301,ACF,18.65434360773224
1301,PRO,18.840772548959368
1301,TIC,23.246193125566222
1301,UTI,5.831212524097181
1301,TRA,24.581156790996587
1301,AGR,20.6514315465599
1301,MAN,11.345149288152271
1301,OTH,0.21728951408721398
1302,HEA,3.7062500000000003
1302,EDU,7.832271762208068
1302,ACF,2.5075278761134436
1302,PRO,2.216896199385882
1302,TIC,3.622559102091211
1302,UTI,1.6734843890200999
1302,TRA,3.5272408597521605
1302,AGR,1.0049131819952237
1302,MAN,1.6279573198856125
1302,OTH,0.06233262572571894
1303,HEA,14.825000000000001
1303,EDU,32.112314225053076
1303,ACF,8.01741862175341
1303,PRO,8.097543599423952
1303,TIC,10.850188127263559
1303,UTI,5.0123738321963796
1303,TRA,10.564693582608161
1303,AGR,3.0098879739245414
1303,MAN,4.876012422742228
1303,OTH,0.488308745617445
1304,ACF,5.784950187953733
1304,PRO,5.11445324595509
1304,TIC,7.3646117790451235
1304,UTI,0.9651960326164569
1304,TRA,8.137461947664585
1304,AGR,2.318368125211402
1304,MAN,3.7557516681528855
1304,OTH,3.3536121255226066
1305,ACF,1.5195927645339502
1305,PRO,1.5287928723296567
1305,TIC,2.387254192444776
1305,UTI,1.9040678474133816
1305,TRA,2.0066234125641893
1305,AGR,0.5716882965365969
1305,MAN,0.9261338827219334
1305,OTH,2.7853482398830307
1306,ACF,4.525902925214986
1306,PRO,4.5533042104518575
1306,TIC,5.651886311226318
1306,UTI,1.417752578444758
1306,TRA,5.976458288490514
1306,AGR,1.702696797453953
1306,MAN,2.7583653639186987
1306,OTH,0.05280903009218647
1307,ACF,1.174492212406634
1307,PRO,1.181602969453883
1307,TIC,1.592829031062975
1307,UTI,0.7358263710102432
1307,TRA,1.5509178684542295
1307,AGR,0.44185749490073084
1307,MAN,0.7158082469788751
1307,OTH,7.2659126708332975
1308,HEA,22.2375
1308,EDU,36.02845010615711
1308,ACF,15.197990659100078
1308,PRO,15.349877284914207
1308,TIC,65.79665500527673
1308,UTI,14.25234497702543
1308,TRA,20.02665969681129
1308,AGR,5.705608185223907
1308,MAN,9.243073706220596
1308,OTH,0.5308274246401687
1309,EDU,4.69936305732484
1309,ACF,5.375342335872132
1309,PRO,5.42906276696758
1309,TIC,7.274595271152451
1309,UTI,3.3605860607451166
1309,TRA,7.08318317394914
1309,AGR,2.0180034267601448
1309,MAN,3.2691614648996032
1309,OTH,0.12515891932274592
1310,ACF,2.1652073249261714
1310,PRO,1.9142518554773353
1310,TIC,2.880304209975089
1310,UTI,0.7225125375020935
1310,TRA,3.0457120014759695
1310,AGR,0.867725301599992
1310,MAN,1.4057132314504475
1310,OTH,0.026912403305816405
1311,ACF,1.7478070048333059
1311,PRO,1.5452297632202596
1311,TIC,2.225070162591327
1311,UTI,0.2916146780930331
1311,TRA,2.4585713846437685
1311,AGR,0.7004485634923076
1311,MAN,1.13472525445097
1311,OTH,0.010865664195907579
1312,HEA,14.825000000000001
1312,EDU,5.482590233545647
1312,ACF,2.197473097993755
1312,PRO,2.2194343415329953
1312,TIC,2.738390859436365
1312,UTI,0.6869141536063714
1312,TRA,2.8956489652839705
1312,AGR,0.8249722463946374
1312,MAN,1.3364533685926017
1312,OTH,4.851273034829499
1313,ACF,2.9699837867728967
1313,PRO,2.987965032556329
1313,TIC,3.708875551772574
1313,UTI,0.9303562717126522
1313,TRA,3.921865871283171
1313,AGR,1.1173421007451596
1313,MAN,1.8100919405922327
1313,OTH,0.034654535131401557
1314,HEA,37.0625
1314,EDU,42.294267515923565
1314,ACF,3.716635109663476
1314,PRO,3.7537786491517777
1314,TIC,5.826463895803899
1314,UTI,4.647172723887363
1314,TRA,4.897475477383844
1314,AGR,24.02983653297182
1314,MAN,2.2603732972540818
1314,OTH,4.998801359568637
1315,HEA,7.4125000000000005
1315,ACF,2.504715257309042
1315,PRO,2.5297470366798267
1315,TIC,3.3896984839101396
1315,UTI,1.5659116487662184
1315,TRA,3.3005073644721876
1315,AGR,9.33209571009075
1315,MAN,1.5233110912948558
1315,OTH,0.9631433747219785
1316,ACF,1.7842909424112534
1316,PRO,1.7950936188863027
1316,TIC,2.41982908265668
1316,UTI,1.1178689097398256
1316,TRA,2.3561575597306357
1316,AGR,0.6712707991246682
1316,MAN,1.0874573352602934
1316,OTH,0.04163282393938042
1317,EDU,54.042675159235664
1317,ACF,3.674892888966613
1317,PRO,3.7116192624493642
1317,TIC,7.336414732019298
1317,UTI,9.189958924086898
1317,TRA,4.8424710187263615
1317,AGR,51.98676254825029
1317,MAN,2.2349866240275515
1317,OTH,6.374377317633703
1318,ACF,0.5844400179078071
1318,PRO,0.5167012765086476
1318,TIC,0.7774613657909974
1318,UTI,0.1950230056471553
1318,TRA,0.8221087912425817
1318,AGR,0.23421932161782644
1318,MAN,0.3794348267273454
1318,OTH,0.007264801661389556
1319,ACF,1.3918450162903298
1319,PRO,1.4002716977563439
1319,TIC,1.738117216587498
1319,UTI,0.43599959902970464
1319,TRA,1.8379324129024324
1319,AGR,0.5236281225977062
1319,MAN,0.8482764982626612
1319,OTH,0.01624078106907151
1320,HEA,3.7062500000000003
1320,EDU,28.196178343949043
1320,ACF,1.5320851119726746
1320,PRO,1.547396559606593
1320,TIC,3.2227930521780364
1320,UTI,4.310268253176863
1320,TRA,2.0188555087481936
1320,AGR,23.20971585863831
1320,MAN,0.9317794655760893
1320,OTH,4.684613633954923
1321,EDU,3.916135881104034
1321,ACF,1.4158378810785022
1321,PRO,1.4299875698946405
1321,TIC,1.9160914618735805
1321,UTI,0.8851613069691755
1321,TRA,1.8656744872543893
1321,AGR,9.17977607701714
1321,MAN,0.8610805325789489
1321,OTH,0.9377887360347889
1322,HEA,14.825000000000001
1322,EDU,36.811677282377914
1322,ACF,1.4529690425123403
1322,PRO,1.4674898150427174
1322,TIC,2.1220602968776516
1322,UTI,1.36256275578277
1322,TRA,1.9146028719904062
1322,AGR,14.78823516935463
1322,MAN,0.8836628639955721
1322,OTH,10.90855177806186
1401,PRO,1.2019028367074516
1401,OTH,8.487560394950711e-07
1402,PRO,0.4517053510818329
1402,OTH,3.1898389211994627e-07
1403,PRO,0.24770784423909833
1403,OTH,1.7492556170695954e-07
1404,PRO,0.18050529161002504
1404,OTH,1.274686702916223e-07
1405,PRO,0.2500498962155027
1405,OTH,1.7657946475059504e-07
1406,PRO,0.5136024390296635
1406,OTH,3.626941868445989e-07
1407,PRO,0.25110142975592925
1407,OTH,1.773220334640641e-07
1408,PRO,0.10857083804903268
1408,OTH,7.66702196656746e-08
1409,PRO,0.5449333588364612
1409,OTH,3.8481935919364124e-07
1410,PRO,0.1625097289749994
1410,OTH,1.1476061935430053e-07
1411,PRO,0.05625704441281597
1411,OTH,3.972742617059168e-08
1412,PRO,0.21515810146498815
1412,OTH,1.5193968471275992e-07
1501,PRO,1.6930884925343872
1501,OTH,1.1956200114934444e-06
1503,PRO,0.7004408303718026
1503,OTH,4.946351459787051e-07
1504,PRO,0.21919694619980803
1504,OTH,1.5479182363494772e-07
1507,PRO,0.15976140267615752
1507,OTH,1.128198147622793e-07
1509,PRO,0.09877245733142244
1509,OTH,6.975082938107708e-08
1601,PRO,0.0859265902482825
1601,OTH,6.067937457094105e-08
1602,PRO,0.017105680929077348
1602,OTH,1.2079637017916396e-08
1603,PRO,0.004583791574855536
1603,OTH,3.2369678014931156e-09
1604,PRO,0.008643654724848234
1604,OTH,6.103949443303249e-09
1701,PRO,60.982277666149194
1701,TIC,21.194562710039136
1701,UTI,48.39485548895893
1701,OTH,1.8020593811570174
1702,PRO,2.347835410876749
1702,TIC,0.8159968232262325
1702,UTI,1.8632159992986317
1702,OTH,0.06938048882062865
1703,PRO,2.288495461311319
1703,TIC,0.7953730562826571
1703,UTI,1.8161244770753615
1703,OTH,0.06762696181278742
1704,PRO,0.924871545784188
1704,TIC,0.3214417159550416
1704,UTI,0.7339677446800457
1704,OTH,0.02733115128503397
1705,PRO,2.428301625208929
1705,TIC,0.8439630831130702
1705,UTI,1.9270730896432755
1705,OTH,0.07175830816634003
1707,PRO,0.5569065021035899
1707,TIC,0.19355442653489235
1707,UTI,0.4419547895162559
1707,OTH,0.016457588925093906
1708,PRO,0.3634721276442303
1708,TIC,0.1263257637715821
1708,UTI,0.2884474271017782
1708,OTH,0.010741500483101647
1709,PRO,0.5516727328910127
1709,TIC,0.1917354152740615
1709,UTI,0.43780132863550836
1709,OTH,0.016302928266730146
1801,PRO,8.724669378876616
1801,TIC,2.7219274923856784
1801,UTI,6.92380032263136
1801,OTH,0.25781909829003496
1802,PRO,0.5457937044604465
1802,TIC,0.1702770414359472
1802,UTI,0.43313579723521656
1802,OTH,0.016129186145469265
1803,PRO,0.21965101750135582
1803,TIC,0.06852685383298847
1803,UTI,0.17431259796781134
1803,OTH,0.006491504819134395
1804,PRO,0.17240370365083027
1804,TIC,0.05378660902526154
1804,UTI,0.13681765659229586
1804,OTH,0.005095322802415406
1805,PRO,0.356756652079234
1805,TIC,0.11130115047534021
1805,UTI,0.2831181005835587
1805,OTH,0.010543045653690209
1806,PRO,0.4867644352592336
1806,TIC,0.15186105525735058
1806,UTI,0.38629082748431964
1806,OTH,0.014384841390134974
1807,PRO,1.5007534485945644
1807,TIC,0.4682059449624826
1807,UTI,1.190981200585861
1807,OTH,0.044348729497049474
1808,PRO,0.9963997250227428
1808,TIC,0.3108573731758012
1808,UTI,0.7907317100502621
1808,OTH,0.029444821919488762
1809,PRO,0.3217214663913886
1809,TIC,0.1003708526057764
1809,UTI,0.25531456792978746
1809,OTH,0.009507738199714465
1901,PRO,0.034620026029547724
1901,OTH,2.4447863240385526e-08
1902,PRO,0.011840782401900127
1902,OTH,8.361687208835406e-09
1903,PRO,0.007697090703929375
1903,OTH,5.435507781475994e-09
1904,PRO,0.007728526409421145
1904,OTH,5.457706951056973e-09
1905,PRO,0.026557349713602938
1905,OTH,1.87541873385974e-08
1906,PRO,0.01163353960273216
1906,OTH,8.215337127894134e-09
1907,PRO,0.008789190398421246
1907,OTH,6.206723376548523e-09
1908,PRO,0.010853468392380824
1908,OTH,7.664468845699473e-09
1909,PRO,0.005730612682610858
1909,OTH,4.046826395465866e-09
2001,PRO,0.20774956970289263
2001,TIC,0.05652491343425173
2001,UTI,0.1648677417184402
2001,OTH,0.006139805164817567
2002,PRO,0.06428693690334536
2002,TIC,0.017491316822516638
2002,UTI,0.05101739620644245
2002,OTH,0.0019004158602773137
2003,PRO,0.43184570626150576
2003,TIC,0.11749743307913593
2003,UTI,0.3427079365986673
2003,OTH,0.012761953009007797
2101,PRO,0.12441902948026089
2101,OTH,8.78618466271168e-08
2102,PRO,0.011045575481497198
2102,OTH,7.800130437583233e-09
2103,PRO,0.015140367193147417
2103,OTH,1.069177782337223e-08
2104,PRO,0.060197047445962854
2104,OTH,4.250976536464276e-08
2105,PRO,0.004283405944600842
2105,OTH,3.0248424032748717e-09
2106,PRO,0.015742302739045387
2106,OTH,1.1116850811274679e-08
2107,PRO,0.008533047612932746
2107,OTH,6.025841254036842e-09
2201,PRO,0.09789311547214972
2201,OTH,6.912985845810038e-08
2202,PRO,0.0050273843079060715
2202,OTH,3.5502227500247077e-09
2203,PRO,0.0457762086229604
2203,OTH,3.232610186723516e-08
2204,PRO,0.027083606709242945
2204,OTH,1.912581788121231e-08
2301,HEA,3.7062500000000003
2301,EDU,29.762632696390657
2301,PRO,14.518258575009957
2301,TIC,8.172612961350673
2301,UTI,23.8372809618541
2301,OTH,0.8876318981604722
2302,EDU,0.7832271762208067
2302,PRO,2.9609816769468615
2302,TIC,0.9482764610143257
2302,UTI,2.765863566231502
2302,OTH,0.10299340228007894
2401,PRO,8.452686184285538
2401,TIC,3.2814555664315166
2401,UTI,9.571110080800977
2401,OTH,0.3563942880991885
2402,PRO,5.455185654396705
2402,OTH,3.852326185883748e-06
2403,PRO,4.125972499920069
2403,OTH,2.9136665387121668e-06
